trial,code_distance,qubit_layout,n_trotter_steps,placement,n_aods,consider_skip_rus,trivial_return,decompose_move,parallel_execution,prepare_lookahead_angles,logical_se_interval,total_depth,fidelity,fidelity_of_rz_layer,fidelity_of_rz_injection,fidelity_of_rz_teleportaion,fidelity_of_rz_s,fidelity_cnot,fidelity_1q,fidelity_idle,n_cnot,n_cnot_teleportation,n_h,n_s,n_se_q
3,7,"(4, 4)",1,col_based,1,0,False,True,False,True,10,395.0,0.9987397418708077,0.9992232494919615,0.9997809724920041,0.999442154816517,1,0.9996160731427869,0.9999872000793593,0.9999128037930878,128,186,32,0,436
4,7,"(4, 4)",1,col_based,1,0,False,True,False,True,10,313.0,0.999086834792138,0.9995513188756499,0.9999802190272992,0.9995710913641207,1,0.9996160731427869,0.9999872000793593,0.9999320023051461,128,143,32,0,340
0,7,"(4, 4)",1,col_based,1,2,False,True,False,True,10,385.0,0.9989405555644345,0.9994257594831546,0.9999235982096857,0.9995021232347927,1,0.9996160731427869,0.9999872000793593,0.9999112039337216,128,166,32,0,444
1,7,"(4, 4)",1,col_based,1,2,False,True,False,True,10,348.5,0.999021841994528,0.9994948914822934,0.9999807647860095,0.9995141173502272,1,0.9996160731427869,0.9999872000793593,0.9999234029260434,128,162,32,0,383
2,7,"(4, 4)",1,col_based,1,2,False,True,False,True,10,312.5,0.9990447270252839,0.9995061930091552,0.9999410734350667,0.9995650939465688,1,0.9996160731427869,0.9999872000793593,0.9999350021059528,128,145,32,0,325
3,7,"(4, 4)",1,col_based,1,2,False,True,False,True,10,395.0,0.9987397418708077,0.9992232494919615,0.9997809724920041,0.999442154816517,1,0.9996160731427869,0.9999872000793593,0.9999128037930878,128,186,32,0,436
4,7,"(4, 4)",1,col_based,1,2,False,True,False,True,10,313.0,0.999086834792138,0.9995513188756499,0.9999802190272992,0.9995710913641207,1,0.9996160731427869,0.9999872000793593,0.9999320023051461,128,143,32,0,340
0,7,"(4, 4)",1,col_based,1,2,False,False,True,True,10,378.0,0.9989499693302127,0.9994313799745334,0.9999322212974342,0.9994991247284231,1,0.9996160731427869,0.9999872000793593,0.999915003603896,128,167,32,0,425
1,7,"(4, 4)",1,col_based,1,2,False,False,True,True,10,320.5,0.9990433788046758,0.9995062434736955,0.9999801224443605,0.9995261116095921,1,0.9996160731427869,0.9999872000793593,0.9999336021977897,128,158,32,0,332
2,7,"(4, 4)",1,col_based,1,2,False,False,True,True,10,338.5,0.9990340726530585,0.9995023303090158,0.9999402088749113,0.9995620952512869,1,0.9996160731427869,0.9999872000793593,0.9999282025703767,128,146,32,0,359
3,7,"(4, 4)",1,col_based,1,2,False,False,True,True,10,421.5,0.9986310462680005,0.9991202961491773,0.9996929569895201,0.9994271632741444,1,0.9996160731427869,0.9999872000793593,0.9999070043150642,128,191,32,0,465
4,7,"(4, 4)",1,col_based,1,2,False,False,True,True,10,306.5,0.9990488468695664,0.9995087155410394,0.9999645961320188,0.9995441032685128,1,0.9996160731427869,0.9999872000793593,0.9999366020033961,128,152,32,0,317
0,7,"(4, 4)",1,seperate_region_row,5,0,True,False,False,False,10,442.5,0.9989324753724447,0.9994348655000365,0.9999327087625001,0.9995021232347927,1,0.9996160731427869,0.9999872000793593,0.9998940056071995,128,166,32,0,530
1,7,"(4, 4)",1,seperate_region_row,5,0,True,False,False,False,10,547.0,0.9985342872158547,0.9990704449049339,0.9995935560054867,0.9994781354357083,0.99999854,0.9996160731427869,0.9999872000793593,0.9998600097855406,128,174,32,1,700
2,7,"(4, 4)",1,seperate_region_row,5,0,True,False,False,False,10,451.0,0.9989953419463227,0.9995009620894939,0.9999598390236049,0.9995411046362032,1,0.9996160731427869,0.9999872000793593,0.9998908059511811,128,153,32,0,546
3,7,"(4, 4)",1,seperate_region_row,5,0,True,False,False,False,10,509.0,0.99879209782199,0.9993146033030464,0.9998123866599309,0.9995021232347927,1,0.9996160731427869,0.9999872000793593,0.999873807950263,128,166,32,0,631
4,7,"(4, 4)",1,seperate_region_row,5,0,True,False,False,False,10,320.0,0.9991236568534296,0.9995949552791006,0.99998787388935,0.9996070766251183,1,0.9996160731427869,0.9999872000793593,0.9999252027899687,128,131,32,0,374
0,7,"(4, 4)",1,col_based,5,0,True,False,False,False,10,334.0,0.9989688371799663,0.9994348655000365,0.9999327087625001,0.9995021232347927,1,0.9996160731427869,0.9999872000793593,0.9999304024150623,128,166,32,0,348
1,7,"(4, 4)",1,col_based,5,0,True,False,False,False,10,425.0,0.9985744291050624,0.9990704449049337,0.9995935560054865,0.9994781354357083,0.99999854,0.9996160731427869,0.9999872000793593,0.9999002049698724,128,174,32,1,499
2,7,"(4, 4)",1,col_based,5,0,True,False,False,False,10,333.0,0.9990469988194608,0.9995118641875912,0.9999617464172055,0.9995501005601203,1,0.9996160731427869,0.9999872000793593,0.9999316023323852,128,150,32,0,342
3,7,"(4, 4)",1,col_based,5,0,True,False,False,False,10,361.0,0.9987576935972976,0.999233016164054,0.9997337580816378,0.9994991247284231,1,0.9996160731427869,0.9999872000793593,0.9999210031125162,128,167,32,0,395
4,7,"(4, 4)",1,col_based,5,0,True,False,False,False,10,237.0,0.9991576276386608,0.9995949552791006,0.99998787388935,0.9996070766251183,1,0.9996160731427869,0.9999872000793593,0.9999592008282276,128,131,32,0,204
0,7,"(4, 4)",1,col_based,5,0,True,False,False,True,10,349.0,0.9989715415561476,0.9994453667820722,0.9999222166569522,0.9995231130312573,1,0.9996160731427869,0.9999872000793593,0.9999226029875611,128,159,32,0,387
1,7,"(4, 4)",1,col_based,5,0,True,False,False,True,10,312.5,0.9990291716610291,0.9994918298493614,0.99997770166476,0.9995141173502272,1,0.9996160731427869,0.9999872000793593,0.9999338021845502,128,162,32,0,331
